レース場,レース回,枠番,登録番号,選手名,支部,級別,全国勝率,当地勝率,1着率,1着数,2着率,2着数,3着率,3着数,コース平均st,コース平均st順位,今節平均st,今節平均st順位,差し率,差し数,まくり率,まくり数,まくり差し率,まくり差し数,M指数,activepoint,FL,1-2率,1-3率,M総合評価,出足,伸び足,コースstトップ率,コースst最下位率
三国,12R,1,4545,岡村慶太,福岡,A1,6.81,6.81,0.86,59,0.03,2,0.00,0,0.14,2.4,-,-,0.06,4,0.05,3,0.03,2,3,B+,,,,B,5,3,0.40,0.02
三国,12R,2,4043,桐本康臣,三重,A2,5.52,4.95,0.07,4,0.31,17,0.22,12,0.15,3.2,-,-,0.07,4,0.02,1,0.00,,2.6,C,F,,,C,3,3,0.14,0.06
三国,12R,3,4133,高橋正男,兵庫,A1,6.17,5.78,0.21,11,0.28,15,0.23,12,0.16,3.2,-,-,0.04,2,0.07,4,0.07,4,3,A+,F,,,A,5,4,0.15,0.13
三国,12R,4,4623,中北将史,三重,B1,4.60,4.58,0.04,2,0.12,6,0.18,9,0.16,3.2,-,-,0.02,1,0.02,1,0.00,0,3,B+,,,,C,4,3,0.13,0.03
三国,12R,5,4003,表憲一,福井,B1,5.27,5.52,0.05,2,0.05,2,0.17,7,0.18,3.4,-,-,0.00,0,0.00,0,0.05,2,3,B+,F,,,B,4,4,0.11,0.11
三国,12R,6,4144,石塚久也,埼玉,A2,6.21,6.78,0.00,0,0.10,4,0.29,12,0.19,4.6,-,-,0.00,0,0.00,0,0.00,0,1.4,C,,,,D,3,2,0.03,0.43
津,01R,1,4819,蜂須瑞生,群馬,A2,5.85,4.50,0.44,22,0.24,12,0.16,8,0.14,2.6,,,0.10,5,0.39,19,0.04,2,,,,,,C,3,3,0.24,0.06
津,01R,2,5078,山川波乙,三重,B1,4.31,4.75,0.07,3,0.35,15,0.19,8,0.17,2.9,,,0.02,1,0.02,1,0.00,,,,,,,A,5,5,0.14,0.07
津,01R,3,4784,向井田真紀,広島,B1,4.39,4.71,0.08,3,0.18,7,0.25,10,0.22,3.8,,,0.03,1,0.06,2,0.00,0,,,,,,A,4,5,0.06,0.22
津,01R,4,5254,羽田妃希,愛知,B1,4.00,3.96,0.07,2,0.07,2,0.07,2,0.17,2.6,,,0.08,2,0.00,0,0.00,0,,,,,,B,4,4,0.44,0.11
津,01R,5,4726,島田なぎさ,埼玉,B2,3.88,0.00,0.06,1,0.19,3,0.00,0,0.12,2.8,,,0.00,0,0.00,0,0.00,0,,,,,,C,3,4,0.29,0.07
津,01R,6,5399,長野未来,三重,B2,1.66,1.34,0.00,0,0.00,0,0.03,3,0.24,4.6,,,0.00,0,0.00,0,0.00,0,,,,,,D,2,2,0.06,0.42
津,02R,1,3704,本部めぐみ,三重,B1,3.63,4.30,0.24,6,0.16,4,0.20,5,0.20,4.2,,,0.28,7,0.28,7,0.12,3,,,,,,C,4,3,0.14,0.36
津,02R,2,5069,山崎小葉音,群馬,B1,4.26,5.54,0.09,3,0.21,7,0.24,8,0.14,2.1,,,0.03,1,0.03,1,0.00,,,,,,,C,3,3,0.32,0.00
津,02R,3,5334,樫葉新心,徳島,B1,3.10,1.65,0.07,3,0.11,5,0.07,3,0.19,3.9,,,0.00,0,0.05,2,0.02,1,,,,,,C,4,3,0.06,0.17
津,02R,4,3528,笠野友紀恵,愛知,B1,3.47,3.00,0.05,2,0.08,3,0.22,8,0.17,3.8,,,0.03,1,0.03,1,0.00,0,,,,,,D,2,3,0.14,0.14
津,02R,5,5204,宇恵有香,三重,B2,2.88,4.56,0.00,0,0.00,0,0.00,0,0.17,0.0,,,0.00,0,0.00,0,0.00,0,,,,,,D,2,2,0.00,0.00
津,02R,6,5370,日隈茜,福岡,B2,1.18,1.38,0.00,0,0.01,1,0.00,0,0.20,4.0,,,0.00,0,0.00,0,0.00,0,,,,,,C,4,3,0.14,0.32
津,03R,1,5146,野田彩加,山口,B1,5.48,0.00,0.45,19,0.24,10,0.10,4,0.15,2.8,,,0.20,8,0.17,7,0.17,7,,,,,,C,3,3,0.24,0.06
津,03R,2,4373,若狭奈美子,岡山,A1,6.34,4.24,0.29,15,0.38,20,0.17,9,0.17,3.3,,,0.25,13,0.00,0,0.00,,,,,,,C,3,3,0.13,0.10
津,03R,3,4936,戸敷晃美,福岡,A2,5.73,3.89,0.15,6,0.31,12,0.08,3,0.16,3.2,,,0.03,1,0.14,5,0.00,0,,,,,,C,3,3,0.17,0.03
津,03R,4,5182,宮崎安奈,埼玉,B1,5.27,4.84,0.10,4,0.03,1,0.18,7,0.14,3.3,,,0.09,3,0.00,0,0.00,0,,,,,,C,3,4,0.17,0.00
津,03R,5,5415,阿部未侑,東京,B2,1.34,1.00,0.00,0,0.00,0,0.00,0,0.22,2.5,,,0.00,0,0.00,0,0.00,0,,,,,,D,3,2,0.50,0.00
津,03R,6,5281,井上遥妃,徳島,A1,6.34,4.92,0.07,3,0.11,5,0.27,12,0.17,3.0,,,0.00,0,0.00,0,0.05,2,,,,,,A,5,4,0.27,0.17
津,04R,1,5173,谷口佳蓮,香川,B1,4.75,0.00,0.56,15,0.26,7,0.00,0,0.13,2.3,,,0.30,8,0.07,2,0.07,2,,,,,,C,3,3,0.42,0.11
津,04R,2,4900,中田夕貴,埼玉,A2,5.34,5.61,0.12,6,0.27,14,0.22,11,0.18,3.8,,,0.07,3,0.02,1,0.00,,,,,,,B,4,4,0.08,0.16
津,04R,3,4689,豊田結,静岡,A2,5.01,5.93,0.12,5,0.27,11,0.24,10,0.14,3.0,,,0.00,0,0.05,2,0.05,2,,,,,,B,4,4,0.12,0.06
津,04R,4,5324,畑田希咲,兵庫,B2,2.14,2.06,0.00,0,0.03,1,0.00,0,0.23,4.0,,,0.00,0,0.00,0,0.00,0,,,,,,D,3,2,0.20,0.40
津,04R,5,4825,倉持莉々,東京,A1,6.52,4.14,0.15,6,0.18,7,0.18,7,0.13,2.3,,,0.00,0,0.05,2,0.14,6,,,,,,C,4,3,0.48,0.00
津,04R,6,5416,龍田真白,三重,B2,2.78,1.63,0.01,1,0.04,3,0.01,1,0.17,3.7,,,0.01,1,0.00,0,0.01,1,,,,,,B,5,3,0.17,0.26
津,05R,1,4123,細川裕子,愛知,A1,6.50,7.22,0.61,48,0.22,17,0.08,6,0.18,3.6,,,0.20,15,0.09,7,0.07,5,,,,,,C,4,3,0.16,0.22
津,05R,2,4300,加藤綾,三重,B1,4.77,4.92,0.08,3,0.11,4,0.24,9,0.20,4.7,,,0.06,2,0.03,1,0.00,,,,,,,C,4,3,0.08,0.50
津,05R,3,5155,内山七海,福岡,B1,6.00,0.00,0.17,7,0.22,9,0.20,8,0.15,3.0,,,0.00,0,0.05,2,0.07,3,,,,,,C,4,3,0.18,0.06
津,05R,4,4414,大澤真菜,東京,B1,4.06,4.16,0.09,3,0.03,1,0.14,5,0.17,3.2,,,0.00,0,0.09,3,0.03,1,,,,,,A,5,4,0.28,0.12
津,05R,5,4997,濱崎寿里矢,埼玉,B1,3.87,5.00,0.04,1,0.04,1,0.08,2,0.17,3.2,,,0.00,0,0.04,1,0.00,0,,,,,,A,4,5,0.16,0.05
津,05R,6,5436,市川瑚幸,東京,B2,1.00,1.00,0.00,0,0.00,0,0.00,0,0.24,4.9,,,0.00,0,0.00,0,0.00,0,,,,,,B,4,4,0.06,0.53
津,06R,1,4726,島田なぎさ,埼玉,B2,3.88,0.00,0.27,4,0.13,2,0.20,3,0.16,2.8,,,0.13,2,0.47,7,0.07,1,,,,,,C,3,4,0.46,0.27
津,06R,2,4011,堀之内紀代子,岡山,A1,5.75,5.92,0.20,9,0.27,12,0.18,8,0.17,3.2,,,0.15,6,0.08,3,0.00,,,,,,,D,2,3,0.23,0.17
津,06R,3,4642,松尾夏海,香川,A1,5.89,5.72,0.19,9,0.27,13,0.10,5,0.15,3.0,,,0.02,1,0.02,1,0.15,7,,,,,,C,3,3,0.24,0.08
津,06R,4,5272,松田真実,愛知,B1,3.91,1.29,0.03,1,0.10,4,0.13,5,0.17,3.1,,,0.00,0,0.03,1,0.00,0,,,,,,B,4,4,0.14,0.11
津,06R,5,4385,鈴木祐美子,三重,B1,3.18,3.43,0.00,0,0.00,0,0.00,0,0.21,4.7,,,0.00,0,0.00,0,0.00,0,,,,,,C,3,4,0.00,0.23
津,06R,6,5334,樫葉新心,徳島,B1,3.10,1.65,0.00,0,0.00,0,0.02,1,0.19,4.1,,,0.00,0,0.00,0,0.00,0,,,,,,C,4,3,0.02,0.26
津,07R,1,5069,山崎小葉音,群馬,B1,4.26,5.54,0.49,21,0.21,9,0.12,5,0.17,2.8,,,0.07,3,0.32,13,0.10,4,,,,,,C,3,3,0.38,0.14
津,07R,2,5297,南彩寧,兵庫,B1,3.19,2.70,0.00,0,0.04,1,0.17,4,0.22,4.9,,,0.00,0,0.00,0,0.00,,,,,,,C,3,3,0.00,0.39
津,07R,3,5281,井上遥妃,徳島,A1,6.34,4.92,0.25,9,0.28,10,0.19,7,0.13,2.5,,,0.00,0,0.18,7,0.03,1,,,,,,A,5,4,0.29,0.07
津,07R,4,4964,土屋南,岡山,B2,5.43,5.82,0.14,2,0.07,1,0.21,3,0.13,3.4,,,0.06,1,0.06,1,0.00,0,,,,,,C,4,3,0.20,0.20
津,07R,5,5399,長野未来,三重,B2,1.66,1.34,0.00,0,0.00,0,0.04,1,0.36,0.0,,,0.00,0,0.00,0,0.00,0,,,,,,D,2,2,0.00,0.00
津,07R,6,5163,清水愛海,山口,A1,6.20,4.60,0.06,3,0.12,6,0.27,13,0.17,4.0,,,0.00,0,0.00,0,0.04,2,,,,,,C,3,3,0.13,0.31
津,08R,1,5182,宮崎安奈,埼玉,B1,5.27,4.84,0.36,14,0.31,12,0.13,5,0.14,2.5,,,0.20,9,0.27,12,0.09,4,,,,,,C,3,4,0.42,0.07
津,08R,2,5361,植竹玲奈,東京,B2,2.48,1.47,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,0.00,0.0,,,0.00,0,0.00,0,0.00,,,,,,,C,3,3,0.00,0.00
津,08R,3,5088,高憧四季,大阪,A1,6.76,4.80,0.28,15,0.22,12,0.24,13,0.17,2.9,,,0.02,1,0.17,10,0.05,3,,,,,,A,5,5,0.24,0.07
津,08R,4,3900,香川素子,滋賀,A1,6.02,6.00,0.10,4,0.24,10,0.24,10,0.17,3.3,,,0.03,1,0.03,1,0.00,0,,,,,,C,4,2,0.14,0.07
津,08R,5,3704,本部めぐみ,三重,B1,3.63,4.30,0.06,2,0.00,0,0.03,1,0.23,3.9,,,0.00,0,0.03,1,0.00,0,,,,,,C,4,3,0.15,0.27
津,08R,6,4784,向井田真紀,広島,B1,4.39,4.71,0.00,0,0.03,1,0.07,2,0.22,4.2,,,0.00,0,0.00,0,0.00,0,,,,,,A,4,5,0.19,0.31
津,09R,1,4746,大豆生田蒼,埼玉,A2,5.04,5.60,0.58,21,0.14,5,0.03,1,0.16,2.7,,,0.03,1,0.23,8,0.06,2,,,,,,B,4,4,0.47,0.13
津,09R,2,3528,笠野友紀恵,愛知,B1,3.47,3.00,0.03,1,0.19,7,0.19,7,0.23,4.3,,,0.03,1,0.00,0,0.00,,,,,,,D,2,3,0.07,0.33
津,09R,3,4825,倉持莉々,東京,A1,6.52,4.14,0.18,7,0.26,10,0.15,6,0.13,2.0,,,0.00,0,0.05,2,0.14,5,,,,,,C,4,3,0.43,0.00
津,09R,4,4819,蜂須瑞生,群馬,A2,5.85,4.50,0.12,5,0.12,5,0.24,10,0.17,3.1,,,0.03,1,0.08,3,0.03,1,,,,,,C,3,3,0.19,0.13
津,09R,5,5317,長尾萌加,岡山,B1,4.74,1.27,0.02,1,0.02,1,0.29,15,0.18,3.2,,,0.00,0,0.00,0,0.04,2,,,,,,C,4,3,0.23,0.18
津,09R,6,4300,加藤綾,三重,B1,4.77,4.92,0.00,0,0.03,1,0.15,6,0.22,4.8,,,0.00,0,0.00,0,0.00,0,,,,,,C,4,3,0.06,0.49
津,10R,1,4011,堀之内紀代子,岡山,A1,5.75,5.92,0.74,39,0.11,6,0.00,0,0.15,2.6,,,0.08,4,0.10,5,0.06,3,,,,,,D,2,3,0.39,0.09
津,10R,2,5204,宇恵有香,三重,B2,2.88,4.56,0.00,0,0.00,0,0.40,2,0.18,0.0,,,0.00,0,0.00,0,0.00,,,,,,,D,2,2,0.00,0.00
津,10R,3,5146,野田彩加,山口,B1,5.48,0.00,0.14,7,0.20,10,0.24,12,0.16,3.1,,,0.00,0,0.12,6,0.02,1,,,,,,C,3,3,0.14,0.07
津,10R,4,3993,永井聖美,東京,A2,5.16,4.43,0.11,4,0.17,6,0.23,8,0.18,3.4,,,0.00,0,0.03,1,0.06,2,,,,,,D,3,2,0.28,0.20
津,10R,5,5254,羽田妃希,愛知,B1,4.00,3.96,0.00,0,0.12,4,0.15,5,0.20,4.1,,,0.00,0,0.00,0,0.00,0,,,,,,B,4,4,0.07,0.30
津,10R,6,4689,豊田結,静岡,A2,5.01,5.93,0.05,2,0.05,2,0.13,5,0.18,3.7,,,0.00,0,0.00,0,0.06,2,,,,,,B,4,4,0.20,0.23
津,11R,1,3999,大瀧明日香,愛知,A1,5.78,5.94,0.62,47,0.16,12,0.11,8,0.15,2.4,,,0.10,7,0.19,14,0.08,6,,,,,,D,3,2,0.36,0.05
津,11R,2,4414,大澤真菜,東京,B1,4.06,4.16,0.10,4,0.17,7,0.20,8,0.16,3.4,,,0.05,2,0.05,2,0.00,,,,,,,A,5,4,0.19,0.10
津,11R,3,4611,今井美亜,福井,A2,6.55,6.09,0.20,10,0.16,8,0.22,11,0.13,2.5,,,0.04,2,0.08,4,0.06,3,,,,,,C,3,3,0.36,0.05
津,11R,4,4936,戸敷晃美,福岡,A2,5.73,3.89,0.08,3,0.13,5,0.21,8,0.15,2.7,,,0.03,1,0.05,2,0.00,0,,,,,,C,3,3,0.28,0.00
津,11R,5,5078,山川波乙,三重,B1,4.31,4.75,0.00,0,0.11,4,0.30,11,0.19,3.6,,,0.00,0,0.00,0,0.00,0,,,,,,A,5,5,0.13,0.19
津,11R,6,4964,土屋南,岡山,B2,5.43,5.82,0.07,1,0.14,2,0.21,3,0.16,3.0,,,0.00,0,0.00,0,0.08,1,,,,,,C,4,3,0.20,0.20
津,12R,1,5088,高憧四季,大阪,A1,6.76,4.80,0.70,57,0.15,12,0.07,6,0.16,2.7,,,0.07,6,0.10,8,0.11,9,,,,,,A,5,5,0.42,0.16
津,12R,2,5163,清水愛海,山口,A1,6.20,4.60,0.15,5,0.29,10,0.24,8,0.16,3.8,,,0.09,3,0.03,1,0.00,,,,,,,C,3,3,0.04,0.15
津,12R,3,4123,細川裕子,愛知,A1,6.50,7.22,0.14,7,0.24,12,0.35,18,0.18,3.6,,,0.00,0,0.06,3,0.04,2,,,,,,C,4,3,0.02,0.07
津,12R,4,4373,若狭奈美子,岡山,A1,6.34,4.24,0.13,7,0.34,18,0.25,13,0.18,3.6,,,0.07,4,0.04,2,0.02,1,,,,,,C,3,3,0.19,0.16
津,12R,5,4642,松尾夏海,香川,A1,5.89,5.72,0.08,3,0.24,9,0.24,9,0.16,3.0,,,0.03,1,0.00,0,0.05,2,,,,,,C,3,3,0.21,0.04
津,12R,6,4900,中田夕貴,埼玉,A2,5.34,5.61,0.00,0,0.09,4,0.20,9,0.20,4.2,,,0.00,0,0.00,0,0.00,0,,,,,,B,4,4,0.03,0.23
江戸川,01R,1,4976,金山立樹,東京,B2,5.30,4.97,0.35,11,0.23,7,0.16,5,0.19,4.1,0.17,3.5,0.29,8,0.14,4,0.21,6,3,C,,,,C,3,3,0.10,0.30
江戸川,01R,2,4705,吉川勇作,長崎,B1,4.23,4.66,0.11,5,0.21,10,0.04,2,0.14,2.9,0.23,6.0,0.10,4,0.02,1,0.00,,3.5,A,,,,C,3,4,0.26,0.11
江戸川,01R,3,5177,松井貫太,福岡,B1,4.14,3.49,0.04,2,0.12,6,0.22,11,0.21,4.6,0.12,2.5,0.02,1,0.00,0,0.00,0,3,C,,,,D,3,2,0.03,0.32
江戸川,01R,4,3808,秋田健太郎,埼玉,B1,3.94,4.22,0.00,0,0.15,6,0.17,7,0.16,3.1,0.17,3.0,0.00,0,0.00,0,0.00,0,2.5,-,,,,C,3,3,0.19,0.07
江戸川,01R,5,5133,堀越雄貴,東京,B1,4.87,5.13,0.04,2,0.09,4,0.17,8,0.17,3.9,0.25,4.0,0.00,0,0.00,0,0.05,2,2.5,A+,F,,,B,4,4,0.05,0.18
江戸川,01R,6,3306,武田正紀,埼玉,B1,4.45,4.50,0.00,0,0.08,2,0.19,5,0.18,4.0,0.17,2.5,0.00,0,0.00,0,0.00,0,3.5,A,,,,C,3,3,0.08,0.25
江戸川,02R,1,4973,栗原直也,埼玉,A2,5.04,4.45,0.42,20,0.21,10,0.19,9,0.16,3.2,0.14,3.5,0.17,8,0.23,11,0.15,7,3.5,-,,,,C,2,4,0.23,0.17
江戸川,02R,2,4957,竹之内極,福岡,B1,5.23,6.16,0.21,12,0.25,14,0.19,11,0.17,3.5,0.14,4.0,0.18,9,0.02,1,0.00,,4,C,,,,C,4,3,0.10,0.15
江戸川,02R,3,3839,川合理司,静岡,B1,3.31,4.94,0.04,2,0.23,11,0.17,8,0.16,2.7,0.16,1.0,0.00,0,0.00,0,0.04,2,4,A,,,,C,3,3,0.25,0.05
江戸川,02R,4,3569,増田進,東京,B1,3.99,5.38,0.04,2,0.10,5,0.14,7,0.17,3.7,0.16,4.0,0.00,0,0.02,1,0.00,0,4,A+,,,,C,4,3,0.03,0.11
江戸川,02R,5,4068,幸田智裕,静岡,B1,4.62,6.13,0.04,2,0.02,1,0.17,9,0.16,3.5,0.12,3.0,0.00,0,0.00,0,0.02,1,3.5,A+,,,,C,3,4,0.19,0.12
江戸川,02R,6,5424,熊倉幹太,東京,B2,1.34,0.00,0.03,1,0.00,0,0.00,0,0.21,3.9,0.38,6.0,0.00,0,0.02,1,0.00,0,2.5,B+,F,,,C,3,3,0.18,0.29
江戸川,03R,1,4917,岩橋裕馬,兵庫,B1,4.25,4.50,0.25,8,0.19,6,0.19,6,0.20,4.3,0.22,3.5,0.16,5,0.38,12,0.16,5,3,C,,,,C,3,4,0.13,0.42
江戸川,03R,2,4637,中田友也,埼玉,A2,5.55,5.10,0.09,4,0.39,17,0.20,9,0.17,3.6,0.09,3.0,0.05,2,0.00,0,0.00,,4,B+,F,,,B,3,5,0.03,0.25
江戸川,03R,3,4728,山口亮,東京,B1,4.19,4.91,0.11,5,0.22,10,0.07,3,0.17,3.6,0.25,4.5,0.02,1,0.07,3,0.00,0,3,B+,,,,D,3,2,0.21,0.24
江戸川,03R,4,5364,金子怜央,群馬,B2,2.36,1.79,0.00,0,0.00,0,0.04,1,0.17,4.3,0.16,3.0,0.00,0,0.00,0,0.00,0,3.5,A,,,,C,4,3,0.00,0.33
江戸川,03R,5,4610,佐藤大佑,東京,A2,6.63,5.89,0.14,8,0.16,9,0.10,6,0.17,3.3,0.12,2.5,0.00,0,0.10,6,0.03,2,4,B+,,,,B,4,4,0.19,0.13
江戸川,03R,6,5128,坪井爽佑,三重,B1,4.59,3.18,0.00,0,0.05,1,0.05,1,0.20,4.1,0.25,4.0,0.00,0,0.00,0,0.00,0,2.5,C,F,,,C,4,3,0.14,0.43
江戸川,04R,1,5262,鈴木章司,愛知,B1,4.81,3.83,0.21,7,0.18,6,0.12,4,0.19,3.8,0.14,2.5,0.13,4,0.33,10,0.30,9,3,-,未消化F,,,C,4,3,0.14,0.18
江戸川,04R,2,3679,飯島昌弘,埼玉,A1,6.05,8.73,0.14,8,0.39,22,0.25,14,0.15,3.0,0.26,4.0,0.09,5,0.06,3,0.00,,3,C,F,,,C,4,3,0.26,0.09
江戸川,04R,3,3852,澤大介,三重,B1,4.05,4.75,0.07,3,0.26,11,0.21,9,0.15,2.8,0.16,3.5,0.00,0,0.00,0,0.08,3,3,C,F,,,A,4,5,0.15,0.06
江戸川,04R,4,4872,山下流心,広島,B1,4.39,4.61,0.06,3,0.15,8,0.23,12,0.18,3.4,0.15,5.0,0.00,0,0.04,2,0.02,1,2.5,B+,,,,B,4,4,0.09,0.05
江戸川,04R,5,5341,山道諄也,群馬,B2,2.41,1.61,0.00,0,0.00,0,0.06,3,0.18,4.3,0.19,6.0,0.00,0,0.00,0,0.00,0,2.5,C,,,,C,3,3,0.00,0.33
江戸川,04R,6,5073,上原健次郎,福岡,A2,5.52,4.66,0.00,0,0.10,4,0.36,14,0.17,4.1,0.18,3.0,0.00,0,0.00,0,0.00,0,2.5,-,,,,C,4,2,0.14,0.29
江戸川,05R,1,5167,小川竜太朗,埼玉,B1,5.26,4.37,0.30,10,0.27,9,0.09,3,0.15,3.5,0.11,2.0,0.22,7,0.31,10,0.19,6,3,B+,,,,C,4,3,0.16,0.12
江戸川,05R,2,4398,船岡洋一郎,広島,A1,6.62,3.91,0.25,15,0.28,17,0.17,10,0.14,3.1,0.24,3.5,0.16,9,0.05,3,0.00,,2.5,C,,,,C,4,3,0.27,0.11
江戸川,05R,3,3843,上之晃弘,長崎,B1,4.45,5.21,0.10,5,0.21,10,0.13,6,0.17,3.4,0.17,3.5,0.00,0,0.09,4,0.00,0,4,A+,,,,C,3,4,0.15,0.15
江戸川,05R,4,4976,金山立樹,東京,B2,5.30,4.97,0.08,3,0.15,6,0.23,9,0.19,3.4,0.17,3.5,0.00,0,0.05,2,0.00,0,3,C,,,,C,3,3,0.20,0.13
江戸川,05R,5,4146,柳橋宏紀,滋賀,B1,5.91,5.50,0.06,3,0.12,6,0.24,12,0.15,3.2,0.15,3.0,0.02,1,0.00,0,0.04,2,3,B+,,,,C,3,3,0.35,0.12
江戸川,05R,6,5029,中亮太,福岡,A2,6.46,5.37,0.02,1,0.14,6,0.11,5,0.17,3.9,0.15,1.5,0.00,0,0.00,0,0.00,0,3,A+,F,,,A,5,4,0.10,0.23
江戸川,06R,1,4068,幸田智裕,静岡,B1,4.62,6.13,0.41,16,0.28,11,0.08,3,0.15,2.6,0.12,3.0,0.10,4,0.23,9,0.18,7,3.5,A+,,,,C,3,4,0.34,0.06
江戸川,06R,2,4193,郷原章平,福岡,A1,5.90,7.33,0.17,10,0.40,23,0.10,6,0.16,2.9,0.06,1.0,0.09,5,0.07,4,0.00,,3.5,C,,,,B,4,4,0.20,0.10
江戸川,06R,3,4167,片岡秀樹,徳島,B1,3.88,4.41,0.04,2,0.22,10,0.22,10,0.13,2.9,0.15,2.0,0.02,1,0.00,0,0.02,1,2,B+,未消化F,,,C,3,3,0.14,0.06
江戸川,06R,4,4653,小野達哉,大阪,A1,6.30,6.60,0.13,7,0.23,12,0.25,13,0.13,3.0,0.13,2.0,0.02,1,0.04,2,0.06,3,4,C,,,,B,4,4,0.33,0.13
江戸川,06R,5,5384,八戸琉楓,長崎,B1,1.86,0.00,0.02,1,0.00,0,0.04,2,0.26,6.0,0.28,5.5,0.00,0,0.00,0,0.00,0,2.5,C,F,,,D,3,2,0.00,1.00
江戸川,06R,6,5177,松井貫太,福岡,B1,4.14,3.49,0.03,1,0.00,0,0.11,4,0.21,4.3,0.12,2.5,0.03,1,0.00,0,0.00,0,3,C,,,,D,3,2,0.10,0.24
江戸川,07R,1,4728,山口亮,東京,B1,4.19,4.91,0.64,27,0.12,5,0.07,3,0.16,2.7,0.25,4.5,0.12,5,0.15,6,0.05,2,3,B+,,,,D,3,2,0.35,0.03
江戸川,07R,2,4752,西尾亮輔,愛知,B1,4.58,4.38,0.04,2,0.16,8,0.18,9,0.18,3.7,0.18,6.0,0.04,2,0.00,0,0.00,,2.5,A,F,,,C,3,3,0.02,0.16
江戸川,07R,3,4034,西原明生,香川,B1,3.61,5.64,0.06,3,0.12,6,0.18,9,0.19,3.5,0.23,3.5,0.00,0,0.02,1,0.04,2,3.5,B+,F,,,C,3,3,0.03,0.11
江戸川,07R,4,5275,松田淳平,三重,A2,6.57,5.00,0.20,9,0.18,8,0.22,10,0.15,2.9,0.13,1.0,0.04,2,0.06,3,0.06,3,2.5,-,,,,C,4,3,0.36,0.08
江戸川,07R,5,3541,三嶌誠司,香川,A1,5.69,6.74,0.04,2,0.14,7,0.25,13,0.15,3.2,0.14,2.0,0.00,0,0.00,0,0.02,1,4.5,A,,,,B,4,4,0.21,0.07
江戸川,07R,6,5424,熊倉幹太,東京,B2,1.34,0.00,0.03,1,0.00,0,0.00,0,0.21,3.9,0.38,6.0,0.00,0,0.02,1,0.00,0,2.5,B+,F,,,C,3,3,0.18,0.29
江戸川,08R,1,4561,藤山翔大,大阪,A2,6.09,0.00,0.54,35,0.23,15,0.05,3,0.18,4.1,0.26,4.0,0.17,11,0.17,11,0.14,9,3.5,C,,,,B,3,5,0.16,0.28
江戸川,08R,2,3839,川合理司,静岡,B1,3.31,4.94,0.07,3,0.07,3,0.20,8,0.17,3.5,0.16,1.0,0.08,3,0.00,0,0.00,,4,A,,,,C,3,3,0.07,0.07
江戸川,08R,3,4917,岩橋裕馬,兵庫,B1,4.25,4.50,0.04,2,0.22,12,0.19,10,0.18,3.7,0.22,3.5,0.02,1,0.00,0,0.04,2,3,C,,,,C,3,4,0.07,0.12
江戸川,08R,4,4295,小坂尚哉,兵庫,A1,7.03,6.68,0.11,5,0.28,13,0.17,8,0.14,2.6,0.36,6.0,0.04,2,0.08,4,0.00,0,3.5,-,,,,B,4,4,0.32,0.05
江戸川,08R,5,3306,武田正紀,埼玉,B1,4.45,4.50,0.00,0,0.05,2,0.13,5,0.17,3.8,0.17,2.5,0.00,0,0.00,0,0.00,0,3.5,A,,,,C,3,3,0.06,0.15
江戸川,08R,6,5279,石渡翔一郎,東京,B1,4.81,5.30,0.04,1,0.15,4,0.07,2,0.16,3.5,0.14,3.0,0.00,0,0.00,0,0.00,0,3.5,B+,F,,,D,3,2,0.14,0.10
江戸川,09R,1,3805,高橋英之,東京,A2,5.14,7.00,0.49,22,0.18,8,0.18,8,0.15,2.8,0.09,1.0,0.19,8,0.21,9,0.12,5,5,A,F,,,B,4,4,0.29,0.03
江戸川,09R,2,3808,秋田健太郎,埼玉,B1,3.94,4.22,0.05,2,0.19,8,0.17,7,0.16,3.6,0.17,3.0,0.03,1,0.03,1,0.00,,2.5,-,,,,C,3,3,0.16,0.13
江戸川,09R,3,4973,栗原直也,埼玉,A2,5.04,4.45,0.16,7,0.30,13,0.23,10,0.17,3.5,0.14,3.5,0.00,0,0.02,1,0.07,3,3.5,-,,,,C,2,4,0.18,0.18
江戸川,09R,4,5262,鈴木章司,愛知,B1,4.81,3.83,0.06,2,0.08,3,0.11,4,0.22,4.6,0.14,2.5,0.03,1,0.03,1,0.00,0,3,-,未消化F,,,C,4,3,0.00,0.25
江戸川,09R,5,4685,島村隆幸,徳島,A1,7.55,7.00,0.12,5,0.20,8,0.32,13,0.15,3.3,0.11,1.0,0.00,0,0.00,0,0.09,4,5.5,A,,,,A,5,5,0.11,0.09
江戸川,09R,6,4146,柳橋宏紀,滋賀,B1,5.91,5.50,0.00,0,0.03,1,0.21,7,0.17,3.3,0.15,3.0,0.00,0,0.03,1,0.00,0,3,B+,,,,C,3,3,0.26,0.19
江戸川,10R,1,4089,妹尾忠幸,岡山,A2,5.97,6.39,0.68,52,0.12,9,0.09,7,0.16,3.2,0.18,3.0,0.03,2,0.18,14,0.10,8,4.5,A+,未消化F,,,B,5,3,0.21,0.10
江戸川,10R,2,5133,堀越雄貴,東京,B1,4.87,5.13,0.08,4,0.27,13,0.17,8,0.19,4.0,0.25,4.0,0.07,3,0.02,1,0.00,,2.5,A+,F,,,B,4,4,0.03,0.15
